location,context,source,target
digcomp.statement.3.4.intermediate.05.ai_label,digcomp.statement.3.4.intermediate.05.ai_label,AI-Implicit,
digcomp.statement.3.4.intermediate.06,digcomp.statement.3.4.intermediate.06,Distinguish between a computational model of reality and reality itself.,
digcomp.statement.3.4.intermediate.06.ai_label,digcomp.statement.3.4.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.3.4.intermediate.07,digcomp.statement.3.4.intermediate.07,"Define differences between a computable problem and a non-computable problem, and general steps in computational thinking.",
digcomp.statement.3.4.intermediate.07.ai_label,digcomp.statement.3.4.intermediate.07.ai_label,AI not Implicit or Explicit,
digcomp.statement.3.4.intermediate.08,digcomp.statement.3.4.intermediate.08,"Define foundational programming concepts and recognise that there are a variety of programming languages, each with a range of potential uses.",
digcomp.statement.3.4.intermediate.08.ai_label,digcomp.statement.3.4.intermediate.08.ai_label,AI-Implicit,
digcomp.statement.3.4.intermediate.09,digcomp.statement.3.4.intermediate.09,Recognise that machine learning is a type of programming used in AI that enables algorithms to learn from data and make predictions.,
digcomp.statement.3.4.intermediate.09.ai_label,digcomp.statement.3.4.intermediate.09.ai_label,AI-Explicit,
digcomp.statement.3.4.intermediate.10,digcomp.statement.3.4.intermediate.10,"Recognise that there are steps that should be followed to develop, validate and deploy a computer program or an AI system.",
digcomp.statement.3.4.intermediate.10.ai_label,digcomp.statement.3.4.intermediate.10.ai_label,AI-Explicit,
digcomp.statement.3.4.intermediate.11,digcomp.statement.3.4.intermediate.11,"Translate basic information into logical operations, develop basic programs with control structures, and create visual representations to illustrate basic algorithms.",
digcomp.statement.3.4.intermediate.11.ai_label,digcomp.statement.3.4.intermediate.11.ai_label,AI-Implicit,
digcomp.statement.3.4.advanced.12,digcomp.statement.3.4.advanced.12,Acknowledge the importance of human oversight and human-centric approaches in the development and deployment of computer programs and AI systems.,
digcomp.statement.3.4.advanced.12.ai_label,digcomp.statement.3.4.advanced.12.ai_label,AI-Explicit,
digcomp.statement.3.4.advanced.13,digcomp.statement.3.4.advanced.13,"Describe the main steps in developing, validating and deploying a computer program or an AI system.",
digcomp.statement.3.4.advanced.13.ai_label,digcomp.statement.3.4.advanced.13.ai_label,AI-Explicit,
digcomp.statement.3.4.advanced.14,digcomp.statement.3.4.advanced.14,Describe examples of the application of computational thinking and programming in robotics.,
digcomp.statement.3.4.advanced.14.ai_label,digcomp.statement.3.4.advanced.14.ai_label,AI-Implicit,
digcomp.statement.3.4.advanced.15,digcomp.statement.3.4.advanced.15,Distinguish between main types of machine learning.,
digcomp.statement.3.4.advanced.15.ai_label,digcomp.statement.3.4.advanced.15.ai_label,AI-Explicit,
digcomp.statement.3.4.advanced.16,digcomp.statement.3.4.advanced.16,Assess ethical and practical aspects of the development and deployment of computer programs and AI systems.,
digcomp.statement.3.4.advanced.16.ai_label,digcomp.statement.3.4.advanced.16.ai_label,AI-Explicit,
digcomp.statement.3.4.advanced.17,digcomp.statement.3.4.advanced.17,Identify and (partially or fully) automate routine tasks with programming tools or AI systems.,
digcomp.statement.3.4.advanced.17.ai_label,digcomp.statement.3.4.advanced.17.ai_label,AI-Explicit,
digcomp.statement.3.4.advanced.18,digcomp.statement.3.4.advanced.18,Apply programming tools or AI systems to complex computational thinking tasks.,
digcomp.statement.3.4.advanced.18.ai_label,digcomp.statement.3.4.advanced.18.ai_label,AI-Explicit,
digcomp.statement.3.4.highly_advanced.19,digcomp.statement.3.4.highly_advanced.19,Promote and support ethical programming and/or AI system development practices.,
digcomp.statement.3.4.highly_advanced.19.ai_label,digcomp.statement.3.4.highly_advanced.19.ai_label,AI-Explicit,
digcomp.statement.3.4.highly_advanced.20,digcomp.statement.3.4.highly_advanced.20,"Stay informed about current developments in programming techniques and related applications of AI systems, such as robotics.",
digcomp.statement.3.4.highly_advanced.20.ai_label,digcomp.statement.3.4.highly_advanced.20.ai_label,AI-Explicit,
digcomp.statement.3.4.highly_advanced.21,digcomp.statement.3.4.highly_advanced.21,"Lead or contribute to complex projects focused on applications of computational thinking, programming or AI systems, including developing, validating and deploying computer programs or AI systems.",
digcomp.statement.3.4.highly_advanced.21.ai_label,digcomp.statement.3.4.highly_advanced.21.ai_label,AI-Explicit,
digcomp.statement.3.4.highly_advanced.22,digcomp.statement.3.4.highly_advanced.22,Assist others to develop basic programming capabilities and/or capabilities in the application of AI systems to computational thinking tasks.,
digcomp.statement.3.4.highly_advanced.22.ai_label,digcomp.statement.3.4.highly_advanced.22.ai_label,AI-Explicit,
digcomp.statement.4.1.basic.01,digcomp.statement.4.1.basic.01,Acknowledge the importance of one's individual role in protecting digital devices and their contents.,
digcomp.statement.4.1.basic.01.ai_label,digcomp.statement.4.1.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.1.basic.02,digcomp.statement.4.1.basic.02,Recognise that individual actions and cybersecurity tools work together to help keep devices and their contents secure.,
digcomp.statement.4.1.basic.02.ai_label,digcomp.statement.4.1.basic.02.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.1.basic.03,digcomp.statement.4.1.basic.03,Recognise that there is cybersecurity legislation that helps to ensure the security of products and services.,
digcomp.statement.4.1.basic.03.ai_label,digcomp.statement.4.1.basic.03.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.1.basic.04,digcomp.statement.4.1.basic.04,"Identify and apply basic device protection measures such as antivirus software, screen locking, strong passwords, and multi-factor authentication.",
digcomp.statement.4.1.basic.04.ai_label,digcomp.statement.4.1.basic.04.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.1.intermediate.05,digcomp.statement.4.1.intermediate.05,Acknowledge the importance of remaining vigilant to and up-to-date with cybersecurity practices.,
digcomp.statement.4.1.intermediate.05.ai_label,digcomp.statement.4.1.intermediate.05.ai_label,AI-Implicit,
digcomp.statement.4.1.intermediate.06,digcomp.statement.4.1.intermediate.06,Describe main features of malware and apply a variety of malware prevention techniques to protect devices and their contents.,
digcomp.statement.4.1.intermediate.06.ai_label,digcomp.statement.4.1.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.4.1.intermediate.07,digcomp.statement.4.1.intermediate.07,Recognise that recent and emerging digital technologies such as AI systems can be used for both cyberattacks and cybersecurity.,
digcomp.statement.4.1.intermediate.07.ai_label,digcomp.statement.4.1.intermediate.07.ai_label,AI-Explicit,
digcomp.statement.4.1.advanced.08,digcomp.statement.4.1.advanced.08,Prioritise regular checking and updating of cybersecurity measures to protect devices and their contents in response to evolving digital threats.,
digcomp.statement.4.1.advanced.08.ai_label,digcomp.statement.4.1.advanced.08.ai_label,AI-Implicit,
digcomp.statement.4.1.advanced.09,digcomp.statement.4.1.advanced.09,Describe key rights of individuals under current cybersecurity legislation.,
digcomp.statement.4.1.advanced.09.ai_label,digcomp.statement.4.1.advanced.09.ai_label,AI-Implicit,
digcomp.statement.4.1.advanced.10,digcomp.statement.4.1.advanced.10,Identify examples of how recent and emerging technologies such as AI systems are used in cyberattacks and cybersecurity.,
digcomp.statement.4.1.advanced.10.ai_label,digcomp.statement.4.1.advanced.10.ai_label,AI-Explicit,
digcomp.statement.4.1.advanced.11,digcomp.statement.4.1.advanced.11,"Assist others in implementing basic cybersecurity protection measures, such as antivirus software, screen locking, strong passwords and multi-factor authentication.",
digcomp.statement.4.1.advanced.11.ai_label,digcomp.statement.4.1.advanced.11.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.1.highly_advanced.12,digcomp.statement.4.1.highly_advanced.12,Stay informed about digital technological and legislative developments in relation to cybersecurity.,
digcomp.statement.4.1.highly_advanced.12.ai_label,digcomp.statement.4.1.highly_advanced.12.ai_label,AI-Implicit,
digcomp.statement.4.1.highly_advanced.13,digcomp.statement.4.1.highly_advanced.13,Assess rights of individuals under relevant provisions of current cybersecurity legislation.,
digcomp.statement.4.1.highly_advanced.13.ai_label,digcomp.statement.4.1.highly_advanced.13.ai_label,AI-Implicit,
digcomp.statement.4.1.highly_advanced.14,digcomp.statement.4.1.highly_advanced.14,Lead or contribute to citizen-focused cybersecurity initiatives.,
digcomp.statement.4.1.highly_advanced.14.ai_label,digcomp.statement.4.1.highly_advanced.14.ai_label,AI-Implicit,
digcomp.statement.4.1.highly_advanced.15,digcomp.statement.4.1.highly_advanced.15,Support others to build their capabilities in protecting devices and their contents against digital threats.,
digcomp.statement.4.1.highly_advanced.15.ai_label,digcomp.statement.4.1.highly_advanced.15.ai_label,AI-Implicit,
digcomp.statement.4.2.basic.01,digcomp.statement.4.2.basic.01,Acknowledge the importance of a cautious approach to the sharing of personal data in digital environments.,
digcomp.statement.4.2.basic.01.ai_label,digcomp.statement.4.2.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.basic.02,digcomp.statement.4.2.basic.02,Recognise that personal data is collected and generated through a large variety of sources and processes.,
digcomp.statement.4.2.basic.02.ai_label,digcomp.statement.4.2.basic.02.ai_label,AI-Implicit,
digcomp.statement.4.2.basic.03,digcomp.statement.4.2.basic.03,"Recognise that manipulative methods can be used in digital environments to deceive individuals into providing access to personal data, accounts or other sensitive information.",
digcomp.statement.4.2.basic.03.ai_label,digcomp.statement.4.2.basic.03.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.basic.04,digcomp.statement.4.2.basic.04,"Identify risks of sharing personal data in digital environments, including specific risks in relation to AI systems.",
digcomp.statement.4.2.basic.04.ai_label,digcomp.statement.4.2.basic.04.ai_label,AI-Explicit,
digcomp.statement.4.2.basic.05,digcomp.statement.4.2.basic.05,Recognise that individuals have a right to privacy and that their personal data is protected under legislation.,
digcomp.statement.4.2.basic.05.ai_label,digcomp.statement.4.2.basic.05.ai_label,AI-Implicit,
digcomp.statement.4.2.basic.06,digcomp.statement.4.2.basic.06,Implement basic security measures for online payments and transactions.,
digcomp.statement.4.2.basic.06.ai_label,digcomp.statement.4.2.basic.06.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.basic.07,digcomp.statement.4.2.basic.07,Block or flag personal information that has been inappropriately shared online.,
digcomp.statement.4.2.basic.07.ai_label,digcomp.statement.4.2.basic.07.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.basic.08,digcomp.statement.4.2.basic.08,Recognise and respond appropriately to signs of identity theft.,
digcomp.statement.4.2.basic.08.ai_label,digcomp.statement.4.2.basic.08.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.intermediate.09,digcomp.statement.4.2.intermediate.09,"Recognise the importance of careful handling of personal data of oneself and others, especially vulnerable individuals and children.",
digcomp.statement.4.2.intermediate.09.ai_label,digcomp.statement.4.2.intermediate.09.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.intermediate.10,digcomp.statement.4.2.intermediate.10,Recognise key concepts related to data protection and privacy legislation.,
digcomp.statement.4.2.intermediate.10.ai_label,digcomp.statement.4.2.intermediate.10.ai_label,AI-Implicit,
digcomp.statement.4.2.intermediate.11,digcomp.statement.4.2.intermediate.11,Define the purpose of online privacy statements and main privacy policy concepts.,
digcomp.statement.4.2.intermediate.11.ai_label,digcomp.statement.4.2.intermediate.11.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.intermediate.12,digcomp.statement.4.2.intermediate.12,Define personal data breach under current data protection and privacy legislation.,
digcomp.statement.4.2.intermediate.12.ai_label,digcomp.statement.4.2.intermediate.12.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.intermediate.13,digcomp.statement.4.2.intermediate.13,"Describe privacy implications associated with the use of shared online content, such as to train AI systems, recognising that regulation of personal data ownership of content shared online is complex.",
digcomp.statement.4.2.intermediate.13.ai_label,digcomp.statement.4.2.intermediate.13.ai_label,AI-Explicit,
digcomp.statement.4.2.intermediate.14,digcomp.statement.4.2.intermediate.14,"Describe techniques related to social engineering in digital environments, such as phishing or baiting, identifying and responding appropriately to instances of them.",
digcomp.statement.4.2.intermediate.14.ai_label,digcomp.statement.4.2.intermediate.14.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.2.intermediate.15,digcomp.statement.4.2.intermediate.15,"Safely manage personal data and privacy across a variety of digital environments, including use of privacy tools.",
digcomp.statement.4.2.intermediate.15.ai_label,digcomp.statement.4.2.intermediate.15.ai_label,AI-Implicit,
digcomp.statement.4.2.advanced.16,digcomp.statement.4.2.advanced.16,Continually explore data ownership and privacy issues in relation to digital technological developments.,
digcomp.statement.4.2.advanced.16.ai_label,digcomp.statement.4.2.advanced.16.ai_label,AI-Implicit,
digcomp.statement.4.2.advanced.17,digcomp.statement.4.2.advanced.17,Support others to understand their rights under current data protection and privacy legislation.,
digcomp.statement.4.2.advanced.17.ai_label,digcomp.statement.4.2.advanced.17.ai_label,AI-Implicit,
digcomp.statement.4.2.advanced.18,digcomp.statement.4.2.advanced.18,Assist others to implement basic strategies to protect personal data and manage privacy in digital environments.,
digcomp.statement.4.2.advanced.18.ai_label,digcomp.statement.4.2.advanced.18.ai_label,AI-Implicit,
digcomp.statement.4.2.highly_advanced.19,digcomp.statement.4.2.highly_advanced.19,"Stay informed about digital technological and legislative developments in relation to personal data, data ownership and privacy.",
digcomp.statement.4.2.highly_advanced.19.ai_label,digcomp.statement.4.2.highly_advanced.19.ai_label,AI-Implicit,
digcomp.statement.4.2.highly_advanced.20,digcomp.statement.4.2.highly_advanced.20,Advise on policy or regulatory aspects of data protection and privacy in digital contexts.,
digcomp.statement.4.2.highly_advanced.20.ai_label,digcomp.statement.4.2.highly_advanced.20.ai_label,AI-Implicit,
digcomp.statement.4.2.highly_advanced.21,digcomp.statement.4.2.highly_advanced.21,Lead or contribute to the design of personal data protection strategies in digital contexts.,
digcomp.statement.4.2.highly_advanced.21.ai_label,digcomp.statement.4.2.highly_advanced.21.ai_label,AI-Implicit,
digcomp.statement.4.3.basic.01,digcomp.statement.4.3.basic.01,"Acknowledge the benefits of balancing online and offline activities, and the benefits and risks to one's own physical, mental and social wellbeing in using digital technologies.",
digcomp.statement.4.3.basic.01.ai_label,digcomp.statement.4.3.basic.01.ai_label,AI-Implicit,
digcomp.statement.4.3.basic.02,digcomp.statement.4.3.basic.02,Acknowledge the interplay between one's own digital habits and features of digital platforms or services that are designed to capture and maintain users' attention.,
digcomp.statement.4.3.basic.02.ai_label,digcomp.statement.4.3.basic.02.ai_label,AI-Implicit,
digcomp.statement.4.3.basic.03,digcomp.statement.4.3.basic.03,"Recognise that there is a variety of information, groups and communities in digital environments that can support one’s physical, mental and/or social wellbeing.",
digcomp.statement.4.3.basic.03.ai_label,digcomp.statement.4.3.basic.03.ai_label,AI-Implicit,
digcomp.statement.4.3.basic.04,digcomp.statement.4.3.basic.04,Identify limitations and risks of using virtual assistants and AI systems to support human wellbeing.,
digcomp.statement.4.3.basic.04.ai_label,digcomp.statement.4.3.basic.04.ai_label,AI-Explicit,
digcomp.statement.4.3.basic.05,digcomp.statement.4.3.basic.05,Recognise that there are laws and regulations that help protect the wellbeing of individuals in digital environments.,
digcomp.statement.4.3.basic.05.ai_label,digcomp.statement.4.3.basic.05.ai_label,AI-Implicit,
digcomp.statement.4.3.basic.06,digcomp.statement.4.3.basic.06,"Make a basic assessment of one's digital habits in relation to one’s physical, mental and social wellbeing, with an awareness of signs of problematic usage, and identify and implement strategies to support one's wellbeing.",
digcomp.statement.4.3.basic.06.ai_label,digcomp.statement.4.3.basic.06.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.3.intermediate.07,digcomp.statement.4.3.intermediate.07,Acknowledge the importance of one's own and others' right to disconnect and the benefits of regularly reviewing one’s digital usage patterns.,
digcomp.statement.4.3.intermediate.07.ai_label,digcomp.statement.4.3.intermediate.07.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.3.intermediate.08,digcomp.statement.4.3.intermediate.08,"Describe impacts of harmful behaviour, content and deceptive design in digital environments on oneself and others.",
digcomp.statement.4.3.intermediate.08.ai_label,digcomp.statement.4.3.intermediate.08.ai_label,AI-Implicit,
digcomp.statement.4.3.intermediate.09,digcomp.statement.4.3.intermediate.09,"Identify reliable sources of information, and inclusive groups and communities in digital environments, that can support one’s physical, mental and/or social wellbeing.",
digcomp.statement.4.3.intermediate.09.ai_label,digcomp.statement.4.3.intermediate.09.ai_label,AI-Implicit,
digcomp.statement.4.3.intermediate.10,digcomp.statement.4.3.intermediate.10,Identify possible ways to flag or intervene if harmful behaviour or content is encountered in digital environments.,
digcomp.statement.4.3.intermediate.10.ai_label,digcomp.statement.4.3.intermediate.10.ai_label,AI-Implicit,
digcomp.statement.4.3.intermediate.11,digcomp.statement.4.3.intermediate.11,"Describe ways in which some digital technologies, such as social media, augment and perpetuate bias, stereotyping and exclusion.",
digcomp.statement.4.3.intermediate.11.ai_label,digcomp.statement.4.3.intermediate.11.ai_label,AI-Implicit,
digcomp.statement.4.3.intermediate.12,digcomp.statement.4.3.intermediate.12,"Implement strategies to protect against and respond effectively to harmful behaviour, content and deceptive design in digital environments, and to support and maintain one's own and others' wellbeing.",
digcomp.statement.4.3.intermediate.12.ai_label,digcomp.statement.4.3.intermediate.12.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.3.intermediate.13,digcomp.statement.4.3.intermediate.13,"Adapt to changing digital technological developments and needs to support and maintain physical, mental and social wellbeing.",
digcomp.statement.4.3.intermediate.13.ai_label,digcomp.statement.4.3.intermediate.13.ai_label,AI-Implicit,
digcomp.statement.4.3.advanced.14,digcomp.statement.4.3.advanced.14,"Continually scrutinise the role of digital technologies such as social media in augmenting and perpetuating bias, stereotyping and exclusion.",
digcomp.statement.4.3.advanced.14.ai_label,digcomp.statement.4.3.advanced.14.ai_label,AI-Implicit,
digcomp.statement.4.3.advanced.15,digcomp.statement.4.3.advanced.15,Flag or intervene effectively in instances of harmful behaviour or content in digital environments.,
digcomp.statement.4.3.advanced.15.ai_label,digcomp.statement.4.3.advanced.15.ai_label,AI-Implicit,
digcomp.statement.4.3.advanced.16,digcomp.statement.4.3.advanced.16,"Assist others to review and adapt their usage of digital technologies and to develop awareness of harmful behaviour, content and deceptive design in digital environments.",
digcomp.statement.4.3.advanced.16.ai_label,digcomp.statement.4.3.advanced.16.ai_label,AI-Implicit,
digcomp.statement.4.3.advanced.17,digcomp.statement.4.3.advanced.17,"Help others to build capacity to counteract the role of digital technologies such as social media in augmenting and perpetuating bias, stereotyping and exclusion.",
digcomp.statement.4.3.advanced.17.ai_label,digcomp.statement.4.3.advanced.17.ai_label,AI-Implicit,
digcomp.statement.4.3.advanced.18,digcomp.statement.4.3.advanced.18,Assist others to understand their rights in relation to wellbeing and/or inclusion in digital environments.,
digcomp.statement.4.3.advanced.18.ai_label,digcomp.statement.4.3.advanced.18.ai_label,AI-Implicit,
digcomp.statement.4.3.highly_advanced.19,digcomp.statement.4.3.highly_advanced.19,Promote actions that support wellbeing and inclusion in digital environments.,
digcomp.statement.4.3.highly_advanced.19.ai_label,digcomp.statement.4.3.highly_advanced.19.ai_label,AI-Implicit,
digcomp.statement.4.3.highly_advanced.20,digcomp.statement.4.3.highly_advanced.20,Assess and evaluate evidence on wellbeing and/or inclusion in digital environments to guide decision-making.,
digcomp.statement.4.3.highly_advanced.20.ai_label,digcomp.statement.4.3.highly_advanced.20.ai_label,AI-Implicit,
digcomp.statement.4.3.highly_advanced.21,digcomp.statement.4.3.highly_advanced.21,Lead or contribute to initiatives that support wellbeing and/or inclusion in digital environments.,
digcomp.statement.4.3.highly_advanced.21.ai_label,digcomp.statement.4.3.highly_advanced.21.ai_label,AI-Implicit,
digcomp.statement.4.3.highly_advanced.22,digcomp.statement.4.3.highly_advanced.22,Contribute to legal and regulatory decision-making in relation to individuals' wellbeing and/or inclusion in digital environments.,
digcomp.statement.4.3.highly_advanced.22.ai_label,digcomp.statement.4.3.highly_advanced.22.ai_label,AI-Implicit,
digcomp.statement.4.4.basic.01,digcomp.statement.4.4.basic.01,Acknowledge the role that individuals can play to help reduce the environmental impact of digital technologies.,
digcomp.statement.4.4.basic.01.ai_label,digcomp.statement.4.4.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.4.basic.02,digcomp.statement.4.4.basic.02,"Recognise that some digital technologies and infrastructures, such as AI systems and data centres, have large impacts on the environment.",
digcomp.statement.4.4.basic.02.ai_label,digcomp.statement.4.4.basic.02.ai_label,AI-Explicit,
digcomp.statement.4.4.basic.03,digcomp.statement.4.4.basic.03,Recognise that the full environmental impacts of digital technologies are not immediately apparent to an individual user.,
digcomp.statement.4.4.basic.03.ai_label,digcomp.statement.4.4.basic.03.ai_label,AI-Implicit,
digcomp.statement.4.4.basic.04,digcomp.statement.4.4.basic.04,Recognise the role of digital technologies in supporting energy efficiency and sustainability.,
digcomp.statement.4.4.basic.04.ai_label,digcomp.statement.4.4.basic.04.ai_label,AI-Implicit,
digcomp.statement.4.4.basic.05,digcomp.statement.4.4.basic.05,Identify and apply simple strategies to reduce energy and data consumption while using digital technologies.,
digcomp.statement.4.4.basic.05.ai_label,digcomp.statement.4.4.basic.05.ai_label,AI-Implicit,
digcomp.statement.4.4.intermediate.06,digcomp.statement.4.4.intermediate.06,Continually assess the environmental impacts of one's usage of digital technologies.,
digcomp.statement.4.4.intermediate.06.ai_label,digcomp.statement.4.4.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.4.4.intermediate.07,digcomp.statement.4.4.intermediate.07,"Identify environmental impacts of digital technologies that occur during manufacturing, usage and disposal, and of data centres and e-commerce.",
digcomp.statement.4.4.intermediate.07.ai_label,digcomp.statement.4.4.intermediate.07.ai_label,AI-Implicit,
digcomp.statement.4.4.intermediate.08,digcomp.statement.4.4.intermediate.08,Describe how some digital technologies can support sustainable living.,
digcomp.statement.4.4.intermediate.08.ai_label,digcomp.statement.4.4.intermediate.08.ai_label,AI-Implicit,
digcomp.statement.4.4.intermediate.09,digcomp.statement.4.4.intermediate.09,Describe potential environmental benefits of the digital sharing and circular economy models.,
digcomp.statement.4.4.intermediate.09.ai_label,digcomp.statement.4.4.intermediate.09.ai_label,AI not Implicit or Explicit,
digcomp.statement.4.4.intermediate.10,digcomp.statement.4.4.intermediate.10,Assess and apply a variety of strategies to reduce the environmental impact of one's use of digital technologies and digital devices.,
digcomp.statement.4.4.intermediate.10.ai_label,digcomp.statement.4.4.intermediate.10.ai_label,AI-Implicit,
digcomp.statement.4.4.advanced.11,digcomp.statement.4.4.advanced.11,Stay informed about the environmental impacts of digital technologies and ways in which digital technologies can support sustainability.,
digcomp.statement.4.4.advanced.11.ai_label,digcomp.statement.4.4.advanced.11.ai_label,AI-Implicit,
digcomp.statement.4.4.advanced.12,digcomp.statement.4.4.advanced.12,Evaluate the environmental impacts of digital technologies and infrastructures to support decision-making or advocacy.,
digcomp.statement.4.4.advanced.12.ai_label,digcomp.statement.4.4.advanced.12.ai_label,AI-Implicit,
digcomp.statement.4.4.advanced.13,digcomp.statement.4.4.advanced.13,Help others to assess their use of digital technologies to identify ways in which to reduce environmental impact.,
digcomp.statement.4.4.advanced.13.ai_label,digcomp.statement.4.4.advanced.13.ai_label,AI-Implicit,
digcomp.statement.4.4.highly_advanced.14,digcomp.statement.4.4.highly_advanced.14,Stay informed about the environmental and sustainability implications of digital technologies across a range of sectors.,
digcomp.statement.4.4.highly_advanced.14.ai_label,digcomp.statement.4.4.highly_advanced.14.ai_label,AI-Implicit,
digcomp.statement.4.4.highly_advanced.15,digcomp.statement.4.4.highly_advanced.15,Promote and support actions for environmentally sustainable usage of digital technologies.,
digcomp.statement.4.4.highly_advanced.15.ai_label,digcomp.statement.4.4.highly_advanced.15.ai_label,AI-Implicit,
digcomp.statement.4.4.highly_advanced.16,digcomp.statement.4.4.highly_advanced.16,Lead or contribute to digital sustainability initiatives.,
digcomp.statement.4.4.highly_advanced.16.ai_label,digcomp.statement.4.4.highly_advanced.16.ai_label,AI-Implicit,
digcomp.statement.4.4.highly_advanced.17,digcomp.statement.4.4.highly_advanced.17,Contribute to improvements in or solutions for digital sustainability.,
digcomp.statement.4.4.highly_advanced.17.ai_label,digcomp.statement.4.4.highly_advanced.17.ai_label,AI-Implicit,
digcomp.statement.5.1.basic.01,digcomp.statement.5.1.basic.01,Acknowledge the commonplace nature of technical problems in digital environments and the benefits of seeking assistance to help resolve them.,
digcomp.statement.5.1.basic.01.ai_label,digcomp.statement.5.1.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.basic.02,digcomp.statement.5.1.basic.02,"Differentiate between operating systems and software and identify the main features of hardware, software, connectivity, and common peripheral devices.",
digcomp.statement.5.1.basic.02.ai_label,digcomp.statement.5.1.basic.02.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.basic.03,digcomp.statement.5.1.basic.03,Identify common technical issues and follow instructions to help to solve them.,
digcomp.statement.5.1.basic.03.ai_label,digcomp.statement.5.1.basic.03.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.basic.04,digcomp.statement.5.1.basic.04,"Install and update software and applications, as needed.",
digcomp.statement.5.1.basic.04.ai_label,digcomp.statement.5.1.basic.04.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.intermediate.05,digcomp.statement.5.1.intermediate.05,Acknowledge the benefits of building capacity and autonomy in addressing common technical issues.,
digcomp.statement.5.1.intermediate.05.ai_label,digcomp.statement.5.1.intermediate.05.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.intermediate.06,digcomp.statement.5.1.intermediate.06,Troubleshoot technical problems in digital environments using a variety of search and problem-solving strategies (whether human-assisted or digital technology-assisted).,
digcomp.statement.5.1.intermediate.06.ai_label,digcomp.statement.5.1.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.5.1.intermediate.07,digcomp.statement.5.1.intermediate.07,Update and adjust settings on main and peripheral digital devices to maintain good performance.,
digcomp.statement.5.1.intermediate.07.ai_label,digcomp.statement.5.1.intermediate.07.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.advanced.08,digcomp.statement.5.1.advanced.08,Prioritise the development of one's capacity to diagnose and solve technical issues in digital environments.,
digcomp.statement.5.1.advanced.08.ai_label,digcomp.statement.5.1.advanced.08.ai_label,AI-Implicit,
digcomp.statement.5.1.advanced.09,digcomp.statement.5.1.advanced.09,Assist others to diagnose and solve technical problems in digital environments.,
digcomp.statement.5.1.advanced.09.ai_label,digcomp.statement.5.1.advanced.09.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.advanced.10,digcomp.statement.5.1.advanced.10,Use various solution-finding strategies to troubleshoot complex technical problems in digital environments.,
digcomp.statement.5.1.advanced.10.ai_label,digcomp.statement.5.1.advanced.10.ai_label,AI-Implicit,
digcomp.statement.5.1.highly_advanced.11,digcomp.statement.5.1.highly_advanced.11,Help others to develop confidence and autonomy to solve technical problems in digital environments.,
digcomp.statement.5.1.highly_advanced.11.ai_label,digcomp.statement.5.1.highly_advanced.11.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.1.highly_advanced.12,digcomp.statement.5.1.highly_advanced.12,Design or deliver training to support the use of digital devices or systems.,
digcomp.statement.5.1.highly_advanced.12.ai_label,digcomp.statement.5.1.highly_advanced.12.ai_label,AI-Implicit,
digcomp.statement.5.2.basic.01,digcomp.statement.5.2.basic.01,Acknowledge the importance of individual choice in digital environment configurations.,
digcomp.statement.5.2.basic.01.ai_label,digcomp.statement.5.2.basic.01.ai_label,AI not Implicit or Explicit,
digcomp.statement.5.2.basic.02,digcomp.statement.5.2.basic.02,Recognise the concept and purpose of a digital assistance tool and the presence of AI systems in such tools.,
digcomp.statement.5.2.basic.02.ai_label,digcomp.statement.5.2.basic.02.ai_label,AI-Explicit,
digcomp.statement.5.2.basic.03,digcomp.statement.5.2.basic.03,Identify the purpose of technology accessibility and examples of common assistive technologies.,
digcomp.statement.5.2.basic.03.ai_label,digcomp.statement.5.2.basic.03.ai_label,AI-Implicit,
