location,context,source,target
digcomp.outcome.2.5.advanced.k.12,digcomp.outcome.2.5.advanced.k.12,"Distinguish between ethical, legal and illegal behaviours in digital environments, recognising that these distinctions may be complex.",
digcomp.outcome.2.5.advanced.k.12.ai_label,digcomp.outcome.2.5.advanced.k.12.ai_label,AI-Implicit,
digcomp.outcome.2.5.advanced.k.13,digcomp.outcome.2.5.advanced.k.13,"Identify types of abuse that can occur in digital environments, including affected groups and potential impacts.",
digcomp.outcome.2.5.advanced.k.13.ai_label,digcomp.outcome.2.5.advanced.k.13.ai_label,AI-Implicit,
digcomp.outcome.2.5.advanced.k.14,digcomp.outcome.2.5.advanced.k.14,Describe ways in which abuse in digital environments can be reported and tackled.,
digcomp.outcome.2.5.advanced.k.14.ai_label,digcomp.outcome.2.5.advanced.k.14.ai_label,AI-Implicit,
digcomp.outcome.2.5.advanced.s.15,digcomp.outcome.2.5.advanced.s.15,Respond with effective and respective communication and behaviour to difficult or complex situations in digital environments.,
digcomp.outcome.2.5.advanced.s.15.ai_label,digcomp.outcome.2.5.advanced.s.15.ai_label,AI not Implicit or Explicit,
digcomp.outcome.2.5.advanced.s.16,digcomp.outcome.2.5.advanced.s.16,Assess ethical and legal/illegal aspects of behaviour in digital environments in a specific context.,
digcomp.outcome.2.5.advanced.s.16.ai_label,digcomp.outcome.2.5.advanced.s.16.ai_label,AI-Implicit,
digcomp.outcome.2.5.advanced.s.17,digcomp.outcome.2.5.advanced.s.17,Analyse patterns and potential impacts of abuse of specific groups in digital environments.,
digcomp.outcome.2.5.advanced.s.17.ai_label,digcomp.outcome.2.5.advanced.s.17.ai_label,AI-Implicit,
digcomp.outcome.2.5.advanced.s.18,digcomp.outcome.2.5.advanced.s.18,Support others to develop their capacities for inclusive and respectful behaviour in digital environments.,
digcomp.outcome.2.5.advanced.s.18.ai_label,digcomp.outcome.2.5.advanced.s.18.ai_label,AI not Implicit or Explicit,
digcomp.outcome.2.5.highly_advanced.a.19,digcomp.outcome.2.5.highly_advanced.a.19,Stay informed about developments in policies and legislation relating to behaviour in digital environments.,
digcomp.outcome.2.5.highly_advanced.a.19.ai_label,digcomp.outcome.2.5.highly_advanced.a.19.ai_label,AI-Implicit,
digcomp.outcome.2.5.highly_advanced.s.20,digcomp.outcome.2.5.highly_advanced.s.20,Assist others to understand key rights and responsibilities under policies and legislation relating to digital behaviour in a given context.,
digcomp.outcome.2.5.highly_advanced.s.20.ai_label,digcomp.outcome.2.5.highly_advanced.s.20.ai_label,AI-Implicit,
digcomp.outcome.2.5.highly_advanced.s.21,digcomp.outcome.2.5.highly_advanced.s.21,Lead or contribute to digital behaviour policies or initiatives.,
digcomp.outcome.2.5.highly_advanced.s.21.ai_label,digcomp.outcome.2.5.highly_advanced.s.21.ai_label,AI-Implicit,
digcomp.outcome.2.6.basic.a.01,digcomp.outcome.2.6.basic.a.01,Acknowledge the benefits of implementing measures to help manage one's digital identity.,
digcomp.outcome.2.6.basic.a.01.ai_label,digcomp.outcome.2.6.basic.a.01.ai_label,AI not Implicit or Explicit,
digcomp.outcome.2.6.basic.k.02,digcomp.outcome.2.6.basic.k.02,Recognise features of physical and digital identities.,
digcomp.outcome.2.6.basic.k.02.ai_label,digcomp.outcome.2.6.basic.k.02.ai_label,AI not Implicit or Explicit,
digcomp.outcome.2.6.basic.k.03,digcomp.outcome.2.6.basic.k.03,Identify aspects of physical identity that can be linked to digital identity.,
digcomp.outcome.2.6.basic.k.03.ai_label,digcomp.outcome.2.6.basic.k.03.ai_label,AI not Implicit or Explicit,
digcomp.outcome.2.6.basic.k.04,digcomp.outcome.2.6.basic.k.04,Recognise digital identity as both a method to authenticate (verify) an individual and the data generated by an individual's online activities.,
digcomp.outcome.2.6.basic.k.04.ai_label,digcomp.outcome.2.6.basic.k.04.ai_label,AI-Implicit,
digcomp.outcome.2.6.basic.k.05,digcomp.outcome.2.6.basic.k.05,Identify common forms and uses of digital identity.,
digcomp.outcome.2.6.basic.k.05.ai_label,digcomp.outcome.2.6.basic.k.05.ai_label,AI-Implicit,
digcomp.outcome.2.6.basic.k.06,digcomp.outcome.2.6.basic.k.06,Recognise that information on the internet can persist over time.,
digcomp.outcome.2.6.basic.k.06.ai_label,digcomp.outcome.2.6.basic.k.06.ai_label,AI-Implicit,
digcomp.outcome.2.6.basic.k.07,digcomp.outcome.2.6.basic.k.07,Recognise the concept and components of a digital footprint.,
digcomp.outcome.2.6.basic.k.07.ai_label,digcomp.outcome.2.6.basic.k.07.ai_label,AI-Implicit,
digcomp.outcome.2.6.basic.k.08,digcomp.outcome.2.6.basic.k.08,Recognise that digital identity protection laws protect individuals' data and privacy.,
digcomp.outcome.2.6.basic.k.08.ai_label,digcomp.outcome.2.6.basic.k.08.ai_label,AI-Implicit,
digcomp.outcome.2.6.basic.k.09,digcomp.outcome.2.6.basic.k.09,Identify simple measures such as limiting tracking and deleting browsing history to manage digital identity.,
digcomp.outcome.2.6.basic.k.09.ai_label,digcomp.outcome.2.6.basic.k.09.ai_label,AI not Implicit or Explicit,
digcomp.outcome.2.6.basic.s.10,digcomp.outcome.2.6.basic.s.10,Implement simple measures such as limiting tracking and deleting browsing history to manage digital identity.,
digcomp.outcome.2.6.basic.s.10.ai_label,digcomp.outcome.2.6.basic.s.10.ai_label,AI not Implicit or Explicit,
digcomp.outcome.2.6.intermediate.a.11,digcomp.outcome.2.6.intermediate.a.11,Acknowledge the importance of one's own role and rights in the management of digital identity.,
digcomp.outcome.2.6.intermediate.a.11.ai_label,digcomp.outcome.2.6.intermediate.a.11.ai_label,AI-Implicit,
digcomp.outcome.2.6.intermediate.k.12,digcomp.outcome.2.6.intermediate.k.12,"Describe the relationships between digital footprint, digital reputation and digital identity.",
digcomp.outcome.2.6.intermediate.k.12.ai_label,digcomp.outcome.2.6.intermediate.k.12.ai_label,AI-Implicit,
digcomp.outcome.2.6.intermediate.k.13,digcomp.outcome.2.6.intermediate.k.13,Identify examples of actively and passively generated information in relation to digital identity.,
digcomp.outcome.2.6.intermediate.k.13.ai_label,digcomp.outcome.2.6.intermediate.k.13.ai_label,AI-Implicit,
digcomp.outcome.2.6.intermediate.k.14,digcomp.outcome.2.6.intermediate.k.14,Describe ways in which the scope of one's digital identity can be analysed.,
digcomp.outcome.2.6.intermediate.k.14.ai_label,digcomp.outcome.2.6.intermediate.k.14.ai_label,AI-Implicit,
digcomp.outcome.2.6.intermediate.k.15,digcomp.outcome.2.6.intermediate.k.15,"Identify features and functions used to manage digital identity, such as settings on devices and apps, online accounts, activity tracking and social media platforms.",
digcomp.outcome.2.6.intermediate.k.15.ai_label,digcomp.outcome.2.6.intermediate.k.15.ai_label,AI-Implicit,
digcomp.outcome.2.6.intermediate.s.16,digcomp.outcome.2.6.intermediate.s.16,Use information on the scope of one's own digital identity to guide actions on digital identity management.,
digcomp.outcome.2.6.intermediate.s.16.ai_label,digcomp.outcome.2.6.intermediate.s.16.ai_label,AI-Implicit,
digcomp.outcome.2.6.intermediate.s.17,digcomp.outcome.2.6.intermediate.s.17,"Adjust settings on devices and apps, online accounts and activity tracking to help manage one’s digital identity.",
digcomp.outcome.2.6.intermediate.s.17.ai_label,digcomp.outcome.2.6.intermediate.s.17.ai_label,AI-Implicit,
digcomp.outcome.2.6.intermediate.s.18,digcomp.outcome.2.6.intermediate.s.18,Curate and manage one or more digital identities using a variety of features and functionalities on digital platform(s) or service(s).,
digcomp.outcome.2.6.intermediate.s.18.ai_label,digcomp.outcome.2.6.intermediate.s.18.ai_label,AI-Implicit,
digcomp.outcome.2.6.advanced.a.19,digcomp.outcome.2.6.advanced.a.19,Prioritise the assessment of one's digital identity on an ongoing basis.,
digcomp.outcome.2.6.advanced.a.19.ai_label,digcomp.outcome.2.6.advanced.a.19.ai_label,AI-Implicit,
digcomp.outcome.2.6.advanced.k.20,digcomp.outcome.2.6.advanced.k.20,Recognise the relationship between digital technological developments and digital identity management.,
digcomp.outcome.2.6.advanced.k.20.ai_label,digcomp.outcome.2.6.advanced.k.20.ai_label,AI-Implicit,
digcomp.outcome.2.6.advanced.k.21,digcomp.outcome.2.6.advanced.k.21,Describe ways to exercise rights on issues relating to digital identity.,
digcomp.outcome.2.6.advanced.k.21.ai_label,digcomp.outcome.2.6.advanced.k.21.ai_label,AI-Implicit,
digcomp.outcome.2.6.advanced.k.22,digcomp.outcome.2.6.advanced.k.22,Describe ways in which AI systems are used in digital identity management.,
digcomp.outcome.2.6.advanced.k.22.ai_label,digcomp.outcome.2.6.advanced.k.22.ai_label,AI-Explicit,
digcomp.outcome.2.6.advanced.s.23,digcomp.outcome.2.6.advanced.s.23,Implement a variety of processes to manage digital identity across a range of digital environments.,
digcomp.outcome.2.6.advanced.s.23.ai_label,digcomp.outcome.2.6.advanced.s.23.ai_label,AI-Implicit,
digcomp.outcome.2.6.advanced.s.24,digcomp.outcome.2.6.advanced.s.24,"Assess benefits, social and ethical implications of the use of AI systems in digital identity management.",
digcomp.outcome.2.6.advanced.s.24.ai_label,digcomp.outcome.2.6.advanced.s.24.ai_label,AI-Explicit,
digcomp.outcome.2.6.advanced.s.25,digcomp.outcome.2.6.advanced.s.25,"Curate and manage digital identities for personal, professional and/or organisational purposes across a variety of platforms and services.",
digcomp.outcome.2.6.advanced.s.25.ai_label,digcomp.outcome.2.6.advanced.s.25.ai_label,AI-Implicit,
digcomp.outcome.2.6.advanced.s.26,digcomp.outcome.2.6.advanced.s.26,Assist others with basic digital identity management.,
digcomp.outcome.2.6.advanced.s.26.ai_label,digcomp.outcome.2.6.advanced.s.26.ai_label,AI-Implicit,
digcomp.outcome.2.6.highly_advanced.a.27,digcomp.outcome.2.6.highly_advanced.a.27,Stay informed about developments in digital technologies in relation digital identity management.,
digcomp.outcome.2.6.highly_advanced.a.27.ai_label,digcomp.outcome.2.6.highly_advanced.a.27.ai_label,AI-Implicit,
digcomp.outcome.2.6.highly_advanced.s.28,digcomp.outcome.2.6.highly_advanced.s.28,Support others to deepen their capabilities in the management and curation of digital identities.,
digcomp.outcome.2.6.highly_advanced.s.28.ai_label,digcomp.outcome.2.6.highly_advanced.s.28.ai_label,AI-Implicit,
digcomp.outcome.2.6.highly_advanced.s.29,digcomp.outcome.2.6.highly_advanced.s.29,Advise others on complex aspects of digital identity management and rights.,
digcomp.outcome.2.6.highly_advanced.s.29.ai_label,digcomp.outcome.2.6.highly_advanced.s.29.ai_label,AI-Implicit,
digcomp.outcome.3.1.basic.a.01,digcomp.outcome.3.1.basic.a.01,Acknowledge the benefits of exploring a variety of digital content creation tools to support content creation goals.,
digcomp.outcome.3.1.basic.a.01.ai_label,digcomp.outcome.3.1.basic.a.01.ai_label,AI-Implicit,
digcomp.outcome.3.1.basic.a.02,digcomp.outcome.3.1.basic.a.02,Acknowledge the importance of digital content that is accessible and inclusive.,
digcomp.outcome.3.1.basic.a.02.ai_label,digcomp.outcome.3.1.basic.a.02.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.1.basic.k.03,digcomp.outcome.3.1.basic.k.03,Identify common types of digital content and their associated file formats.,
digcomp.outcome.3.1.basic.k.03.ai_label,digcomp.outcome.3.1.basic.k.03.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.1.basic.k.04,digcomp.outcome.3.1.basic.k.04,Identify common operational functions across digital content creation tools.,
digcomp.outcome.3.1.basic.k.04.ai_label,digcomp.outcome.3.1.basic.k.04.ai_label,AI-Implicit,
digcomp.outcome.3.1.basic.k.05,digcomp.outcome.3.1.basic.k.05,Distinguish between accessible digital content and inclusive digital content.,
digcomp.outcome.3.1.basic.k.05.ai_label,digcomp.outcome.3.1.basic.k.05.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.1.basic.k.06,digcomp.outcome.3.1.basic.k.06,"Recognise that while AI systems can generate and integrate digital content, humans are essential to ensure ethical, responsible, and context-appropriate outputs.",
digcomp.outcome.3.1.basic.k.06.ai_label,digcomp.outcome.3.1.basic.k.06.ai_label,AI-Explicit,
digcomp.outcome.3.1.basic.k.07,digcomp.outcome.3.1.basic.k.07,Recognise that generative AI is a particular type of AI and is one of various digital technologies that can be used to support content creation.,
digcomp.outcome.3.1.basic.k.07.ai_label,digcomp.outcome.3.1.basic.k.07.ai_label,AI-Explicit,
digcomp.outcome.3.1.basic.s.08,digcomp.outcome.3.1.basic.s.08,"Use basic features of digital content creation tools to create and edit digital content (text, image, video and/or audio).",
digcomp.outcome.3.1.basic.s.08.ai_label,digcomp.outcome.3.1.basic.s.08.ai_label,AI-Implicit,
digcomp.outcome.3.1.intermediate.a.09,digcomp.outcome.3.1.intermediate.a.09,Purposefully explore features and functions of digital content creation tools to deepen content creation capabilities.,
digcomp.outcome.3.1.intermediate.a.09.ai_label,digcomp.outcome.3.1.intermediate.a.09.ai_label,AI-Implicit,
digcomp.outcome.3.1.intermediate.k.10,digcomp.outcome.3.1.intermediate.k.10,"Describe benefits, limitations and ethical considerations in the use of digital technologies such as AI systems for content creation.",
digcomp.outcome.3.1.intermediate.k.10.ai_label,digcomp.outcome.3.1.intermediate.k.10.ai_label,AI-Explicit,
digcomp.outcome.3.1.intermediate.k.11,digcomp.outcome.3.1.intermediate.k.11,Define strategies such as templates or appropriate sequencing of steps that enable efficient digital content creation.,
digcomp.outcome.3.1.intermediate.k.11.ai_label,digcomp.outcome.3.1.intermediate.k.11.ai_label,AI-Implicit,
digcomp.outcome.3.1.intermediate.s.12,digcomp.outcome.3.1.intermediate.s.12,"Use a variety of digital content creation tools to create and edit digital content (text, image, video and/or audio).",
digcomp.outcome.3.1.intermediate.s.12.ai_label,digcomp.outcome.3.1.intermediate.s.12.ai_label,AI-Implicit,
digcomp.outcome.3.1.intermediate.s.13,digcomp.outcome.3.1.intermediate.s.13,Assess inclusivity and/or accessibility needs of the audience for which digital content is being created.,
digcomp.outcome.3.1.intermediate.s.13.ai_label,digcomp.outcome.3.1.intermediate.s.13.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.1.intermediate.s.14,digcomp.outcome.3.1.intermediate.s.14,Edit digital content to enhance accessibility and meet audience needs.,
digcomp.outcome.3.1.intermediate.s.14.ai_label,digcomp.outcome.3.1.intermediate.s.14.ai_label,AI-Implicit,
digcomp.outcome.3.1.intermediate.s.15,digcomp.outcome.3.1.intermediate.s.15,Apply strategies such as templates or appropriate sequencing of steps that enable efficient digital content creation.,
digcomp.outcome.3.1.intermediate.s.15.ai_label,digcomp.outcome.3.1.intermediate.s.15.ai_label,AI-Implicit,
digcomp.outcome.3.1.intermediate.s.16,digcomp.outcome.3.1.intermediate.s.16,"Interact with AI systems purposefully, selectively and ethically to support digital content creation.",
digcomp.outcome.3.1.intermediate.s.16.ai_label,digcomp.outcome.3.1.intermediate.s.16.ai_label,AI-Explicit,
digcomp.outcome.3.1.advanced.a.17,digcomp.outcome.3.1.advanced.a.17,"Acknowledge the importance of assessing capabilities, constraints and ethical aspects of digital content creation tools to ensure appropriate selection and use.",
digcomp.outcome.3.1.advanced.a.17.ai_label,digcomp.outcome.3.1.advanced.a.17.ai_label,AI-Implicit,
digcomp.outcome.3.1.advanced.s.18,digcomp.outcome.3.1.advanced.s.18,Select and combine digital content creation tools and methods to meet complex content creation task and audience requirements.,
digcomp.outcome.3.1.advanced.s.18.ai_label,digcomp.outcome.3.1.advanced.s.18.ai_label,AI-Implicit,
digcomp.outcome.3.1.advanced.s.19,digcomp.outcome.3.1.advanced.s.19,"Create and edit a variety of complex or specialised digital content, tailored appropriately to goals and audience.",
digcomp.outcome.3.1.advanced.s.19.ai_label,digcomp.outcome.3.1.advanced.s.19.ai_label,AI-Implicit,
digcomp.outcome.3.1.advanced.s.20,digcomp.outcome.3.1.advanced.s.20,Support others to develop their capabilities in digital content creation using ethical and responsible approaches.,
digcomp.outcome.3.1.advanced.s.20.ai_label,digcomp.outcome.3.1.advanced.s.20.ai_label,AI-Implicit,
digcomp.outcome.3.1.highly_advanced.a.21,digcomp.outcome.3.1.highly_advanced.a.21,Promote and support accessibility and inclusivity in digital content creation initiatives.,
digcomp.outcome.3.1.highly_advanced.a.21.ai_label,digcomp.outcome.3.1.highly_advanced.a.21.ai_label,AI-Implicit,
digcomp.outcome.3.1.highly_advanced.a.22,digcomp.outcome.3.1.highly_advanced.a.22,Promote and support the selective and ethical use of AI systems in content creation.,
digcomp.outcome.3.1.highly_advanced.a.22.ai_label,digcomp.outcome.3.1.highly_advanced.a.22.ai_label,AI-Explicit,
digcomp.outcome.3.1.highly_advanced.s.23,digcomp.outcome.3.1.highly_advanced.s.23,Help others to develop advanced digital content creation capabilities.,
digcomp.outcome.3.1.highly_advanced.s.23.ai_label,digcomp.outcome.3.1.highly_advanced.s.23.ai_label,AI-Implicit,
digcomp.outcome.3.1.highly_advanced.s.24,digcomp.outcome.3.1.highly_advanced.s.24,Lead or contribute to complex or specialised digital content creation initiatives.,
digcomp.outcome.3.1.highly_advanced.s.24.ai_label,digcomp.outcome.3.1.highly_advanced.s.24.ai_label,AI-Implicit,
digcomp.outcome.3.1.highly_advanced.s.25,digcomp.outcome.3.1.highly_advanced.s.25,Lead or contribute to improvements in or new solutions for complex or specialised digital content.,
digcomp.outcome.3.1.highly_advanced.s.25.ai_label,digcomp.outcome.3.1.highly_advanced.s.25.ai_label,AI-Implicit,
digcomp.outcome.3.2.basic.a.01,digcomp.outcome.3.2.basic.a.01,Acknowledge the importance of ethical and transparent practices when re-using or elaborating existing digital content.,
digcomp.outcome.3.2.basic.a.01.ai_label,digcomp.outcome.3.2.basic.a.01.ai_label,AI-Implicit,
digcomp.outcome.3.2.basic.a.02,digcomp.outcome.3.2.basic.a.02,Acknowledge the benefits of exploring digital content integration and elaboration tools and techniques.,
digcomp.outcome.3.2.basic.a.02.ai_label,digcomp.outcome.3.2.basic.a.02.ai_label,AI-Implicit,
digcomp.outcome.3.2.basic.k.03,digcomp.outcome.3.2.basic.k.03,Recognise the concept of acknowledgement in re-using existing digital content.,
digcomp.outcome.3.2.basic.k.03.ai_label,digcomp.outcome.3.2.basic.k.03.ai_label,AI-Implicit,
digcomp.outcome.3.2.basic.k.04,digcomp.outcome.3.2.basic.k.04,Recognise the concept of transparent use of AI systems (particularly generative AI) in digital content integration and re-elaboration.,
digcomp.outcome.3.2.basic.k.04.ai_label,digcomp.outcome.3.2.basic.k.04.ai_label,AI-Explicit,
digcomp.outcome.3.2.basic.k.05,digcomp.outcome.3.2.basic.k.05,Distinguish between editable and uneditable digital content.,
digcomp.outcome.3.2.basic.k.05.ai_label,digcomp.outcome.3.2.basic.k.05.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.2.basic.k.06,digcomp.outcome.3.2.basic.k.06,"Identify main functions of content creation tools for editing and integrating digital content (text, image, audio, video).",
digcomp.outcome.3.2.basic.k.06.ai_label,digcomp.outcome.3.2.basic.k.06.ai_label,AI-Implicit,
digcomp.outcome.3.2.basic.s.07,digcomp.outcome.3.2.basic.s.07,"Make changes to existing digital content using basic editing, formatting and integration functions.",
digcomp.outcome.3.2.basic.s.07.ai_label,digcomp.outcome.3.2.basic.s.07.ai_label,AI-Implicit,
digcomp.outcome.3.2.intermediate.a.08,digcomp.outcome.3.2.intermediate.a.08,Purposefully explore a variety of ways to integrate and re-elaborate digital content to deepen digital content integration and re-elaboration capabilities.,
digcomp.outcome.3.2.intermediate.a.08.ai_label,digcomp.outcome.3.2.intermediate.a.08.ai_label,AI-Implicit,
digcomp.outcome.3.2.intermediate.k.09,digcomp.outcome.3.2.intermediate.k.09,"Identify structure, format and audience requirements of a digital content integration or re-elaboration task.",
digcomp.outcome.3.2.intermediate.k.09.ai_label,digcomp.outcome.3.2.intermediate.k.09.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.2.intermediate.k.10,digcomp.outcome.3.2.intermediate.k.10,Describe ways in which to acknowledge digital content that is being re-used.,
digcomp.outcome.3.2.intermediate.k.10.ai_label,digcomp.outcome.3.2.intermediate.k.10.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.2.intermediate.k.11,digcomp.outcome.3.2.intermediate.k.11,Describe ethical and transparent practices in the use of AI systems (particularly generative AI) in digital content integration and elaboration.,
digcomp.outcome.3.2.intermediate.k.11.ai_label,digcomp.outcome.3.2.intermediate.k.11.ai_label,AI-Explicit,
digcomp.outcome.3.2.intermediate.s.12,digcomp.outcome.3.2.intermediate.s.12,"Adjust or integrate digital content to meet format, structure and audience requirements.",
digcomp.outcome.3.2.intermediate.s.12.ai_label,digcomp.outcome.3.2.intermediate.s.12.ai_label,AI-Implicit,
digcomp.outcome.3.2.intermediate.s.13,digcomp.outcome.3.2.intermediate.s.13,"Modify or transform digital textual, numeric or visual representations to effectively and accurately convey the meaning of data and information.",
digcomp.outcome.3.2.intermediate.s.13.ai_label,digcomp.outcome.3.2.intermediate.s.13.ai_label,AI-Implicit,
digcomp.outcome.3.2.intermediate.s.14,digcomp.outcome.3.2.intermediate.s.14,"Use digital technologies in a selective, ethical and transparent way to make enhancements or integrations to existing digital content.",
digcomp.outcome.3.2.intermediate.s.14.ai_label,digcomp.outcome.3.2.intermediate.s.14.ai_label,AI-Implicit,
digcomp.outcome.3.2.advanced.a.15,digcomp.outcome.3.2.advanced.a.15,Prioritise transparent and ethical practices in digital content integration and re-elaboration tasks.,
digcomp.outcome.3.2.advanced.a.15.ai_label,digcomp.outcome.3.2.advanced.a.15.ai_label,AI-Implicit,
digcomp.outcome.3.2.advanced.k.16,digcomp.outcome.3.2.advanced.k.16,Describe a range of methods for complex digital content integration and re-elaboration.,
digcomp.outcome.3.2.advanced.k.16.ai_label,digcomp.outcome.3.2.advanced.k.16.ai_label,AI-Implicit,
digcomp.outcome.3.2.advanced.k.17,digcomp.outcome.3.2.advanced.k.17,Describe appropriate and inappropriate uses of AI systems to enhance digital content integration or re-elaboration of complex tasks.,
digcomp.outcome.3.2.advanced.k.17.ai_label,digcomp.outcome.3.2.advanced.k.17.ai_label,AI-Explicit,
digcomp.outcome.3.2.advanced.s.18,digcomp.outcome.3.2.advanced.s.18,"Adjust or integrate a variety of digital content to meet complex format, structure, and audience requirements.",
digcomp.outcome.3.2.advanced.s.18.ai_label,digcomp.outcome.3.2.advanced.s.18.ai_label,AI-Implicit,
digcomp.outcome.3.2.advanced.s.19,digcomp.outcome.3.2.advanced.s.19,"Apply digital technologies in a selective, ethical and transparent way to apply complex integration or re-elaboration to digital content.",
digcomp.outcome.3.2.advanced.s.19.ai_label,digcomp.outcome.3.2.advanced.s.19.ai_label,AI-Implicit,
digcomp.outcome.3.2.advanced.s.20,digcomp.outcome.3.2.advanced.s.20,Support others to develop their capabilities in digital content integration and re-elaboration.,
digcomp.outcome.3.2.advanced.s.20.ai_label,digcomp.outcome.3.2.advanced.s.20.ai_label,AI-Implicit,
digcomp.outcome.3.2.highly_advanced.a.21,digcomp.outcome.3.2.highly_advanced.a.21,Promote and support ethical and transparent practices in digital content integration and re-elaboration.,
digcomp.outcome.3.2.highly_advanced.a.21.ai_label,digcomp.outcome.3.2.highly_advanced.a.21.ai_label,AI-Implicit,
digcomp.outcome.3.2.highly_advanced.a.22,digcomp.outcome.3.2.highly_advanced.a.22,"Stay informed about digital technological developments in digital content integration and re-elaboration, including their technical and ethical implications.",
digcomp.outcome.3.2.highly_advanced.a.22.ai_label,digcomp.outcome.3.2.highly_advanced.a.22.ai_label,AI-Implicit,
digcomp.outcome.3.2.highly_advanced.s.23,digcomp.outcome.3.2.highly_advanced.s.23,Evaluate and apply advanced design and data visualisation techniques to complex or specialised digital content integration and re-elaboration.,
digcomp.outcome.3.2.highly_advanced.s.23.ai_label,digcomp.outcome.3.2.highly_advanced.s.23.ai_label,AI-Implicit,
digcomp.outcome.3.2.highly_advanced.s.24,digcomp.outcome.3.2.highly_advanced.s.24,Assist others with complex digital content integration and re-elaboration tasks.,
digcomp.outcome.3.2.highly_advanced.s.24.ai_label,digcomp.outcome.3.2.highly_advanced.s.24.ai_label,AI-Implicit,
digcomp.outcome.3.2.highly_advanced.s.25,digcomp.outcome.3.2.highly_advanced.s.25,Lead or contribute to complex digital content integration or re-elaboration initiatives.,
digcomp.outcome.3.2.highly_advanced.s.25.ai_label,digcomp.outcome.3.2.highly_advanced.s.25.ai_label,AI-Implicit,
digcomp.outcome.3.2.highly_advanced.s.26,digcomp.outcome.3.2.highly_advanced.s.26,Lead or contribute to improvements in or new solutions for digital complex content integration or re-elaboration.,
digcomp.outcome.3.2.highly_advanced.s.26.ai_label,digcomp.outcome.3.2.highly_advanced.s.26.ai_label,AI-Implicit,
digcomp.outcome.3.3.basic.k.01,digcomp.outcome.3.3.basic.k.01,"Recognise that the internet is not a fully free space: individuals' data can be monetised, and individuals may need permission to use content found.",
digcomp.outcome.3.3.basic.k.01.ai_label,digcomp.outcome.3.3.basic.k.01.ai_label,AI-Implicit,
digcomp.outcome.3.3.basic.k.02,digcomp.outcome.3.3.basic.k.02,"Recognise, in general terms, the concepts of copyright and licence in digital contexts.",
digcomp.outcome.3.3.basic.k.02.ai_label,digcomp.outcome.3.3.basic.k.02.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.3.basic.k.03,digcomp.outcome.3.3.basic.k.03,Recognise that an individual's original digital content is automatically copyrighted.,
digcomp.outcome.3.3.basic.k.03.ai_label,digcomp.outcome.3.3.basic.k.03.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.3.basic.k.04,digcomp.outcome.3.3.basic.k.04,"Recognise that different kinds of copyright and licences apply to digital content, including AI-generated content, and that these determine how content can be used and shared.",
digcomp.outcome.3.3.basic.k.04.ai_label,digcomp.outcome.3.3.basic.k.04.ai_label,AI-Explicit,
digcomp.outcome.3.3.basic.k.05,digcomp.outcome.3.3.basic.k.05,Recognise that AI-generated content should be labelled as such to help others understand its origin and possibilities for further use.,
digcomp.outcome.3.3.basic.k.05.ai_label,digcomp.outcome.3.3.basic.k.05.ai_label,AI-Explicit,
digcomp.outcome.3.3.basic.k.06,digcomp.outcome.3.3.basic.k.06,Identify digital content that can be used free of charge.,
digcomp.outcome.3.3.basic.k.06.ai_label,digcomp.outcome.3.3.basic.k.06.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.3.basic.s.07,digcomp.outcome.3.3.basic.s.07,Use and share digital content in compliance with basic legal and ethical guidelines.,
digcomp.outcome.3.3.basic.s.07.ai_label,digcomp.outcome.3.3.basic.s.07.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.a.08,digcomp.outcome.3.3.intermediate.a.08,Prioritise a cautious approach to digital content (check before using or sharing).,
digcomp.outcome.3.3.intermediate.a.08.ai_label,digcomp.outcome.3.3.intermediate.a.08.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.a.09,digcomp.outcome.3.3.intermediate.a.09,Acknowledge the complex nature of copyright and licensing of digital content.,
digcomp.outcome.3.3.intermediate.a.09.ai_label,digcomp.outcome.3.3.intermediate.a.09.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.k.10,digcomp.outcome.3.3.intermediate.k.10,"Define, with examples from digital contexts, the concept of intellectual property.",
digcomp.outcome.3.3.intermediate.k.10.ai_label,digcomp.outcome.3.3.intermediate.k.10.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.k.11,digcomp.outcome.3.3.intermediate.k.11,"Distinguish, with examples from digital contexts, between copyright, trademark, design and patent.",
digcomp.outcome.3.3.intermediate.k.11.ai_label,digcomp.outcome.3.3.intermediate.k.11.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.k.12,digcomp.outcome.3.3.intermediate.k.12,"Identify common types and purposes of licences in digital contexts, including Creative Commons.",
digcomp.outcome.3.3.intermediate.k.12.ai_label,digcomp.outcome.3.3.intermediate.k.12.ai_label,AI not Implicit or Explicit,
